primaryTitle,startYear,endYear,duration,averageRating,rating_100,rating_category,numVotes,votes_normalized,genres,directors
Rubí,2004,2004,0,8.0,80.0,High,2668,-0.26431178474969985,"Adventure, Drama, Family","Benjamín Cann, Eric Morales"
Blackpool,2004,2004,0,7.9,79.0,High,2656,-0.2644417788452672,"Comedy, Crime, Drama","Coky Giedroyc, Julie Anne Robinson"
Warriors,1999,1999,0,8.2,82.0,High,2647,-0.2645392744169427,"Drama, War",Peter Kosminsky
Matrioshki,2005,2008,3,8.1,81.0,High,2636,-0.2646584356712128,"Crime, Drama","Guy Goossens, Marc Punt"
Reply 1997,2012,2013,1,7.9,79.0,High,2627,-0.2647559312428883,"Comedy, Drama, Romance",Shin Won-ho
Hi Score Girl,2018,2019,1,7.9,79.0,High,2624,-0.26478842976678013,"Animation, Comedy, Romance",Yoshinobu Yamakawa
Match Game,1973,1990,17,8.3,83.0,High,2623,-0.26479926260807746,"Comedy, Game-Show","Marc Breslow, Ira Skutch"
Jul på Vesterbro,2003,2003,0,8.1,81.0,High,2618,-0.26485342681456386,Comedy,Morten Lorentzen
Love in the Air,2022,2022,0,8.1,81.0,High,2606,-0.2649834209101312,"Comedy, Drama, Romance",Neti Suwanjinda
Rådebank,2020,2022,2,8.0,80.0,High,2601,-0.2650375851166176,Drama,Daniel Fahre
Jack & Bobby,2004,2005,1,8.0,80.0,High,2590,-0.2651567463708877,"Comedy, Drama, Romance","David Petrarca, Perry Lang, Michael Schultz, David Nutter, John David Coles, Bryan Gordon, Mick Jackson, Peter Markle, Keith Samples, Thomas Schlamme, Arvin Brown, Michael Katleman, Sheldon Larry, David Paymer, Ellen S. Pressman"
The Best Man: The Final Chapters,2022,2022,0,8.1,81.0,High,2582,-0.2652434091012659,"Comedy, Drama","Malcolm D. Lee, Robert Townsend, Stacey Muhammad, Charles Stone III"
Upright Citizens Brigade,1998,2000,2,8.0,80.0,High,2579,-0.2652759076251578,Comedy,"Phil Morrison, Adam Bernstein, Peyton Reed, Jon Schnepp, Clay Tarver, Alex Zamm, Dana Calderwood"
Kenichi: The Mightiest Disciple,2006,2014,8,8.1,81.0,High,2560,-0.2654817316098061,"Action, Animation, Comedy","Hajime Kamegaki, Futoshi Higashide, Makoto Hoshino, Shigeru Yazaki"
Murder One,1995,1997,2,8.2,82.0,High,2557,-0.2655142301336979,"Crime, Drama, Mystery","Michael Fresco, Marc Buckland, Joe Ann Fogle, Donna Deitch, Randy Zisk, Elodie Keene, Rick Wallace, Jim Charleston, Charles Haid, Nancy Savoca, Lesli Linka Glatter, James Hayman, Joe Napolitano, Adam Nimoy, Steven Robman"
Unnatural,2018,2018,0,8.1,81.0,High,2547,-0.2656225585466707,"Drama, Mystery",Ayuko Tsukahara
Walking with Monsters,2005,2005,0,8.2,82.0,High,2541,-0.2656875555944544,"Animation, Documentary, History","Chloe Leland, Tim Haines"
Sinatra: All or Nothing at All,2015,2015,0,8.0,80.0,High,2534,-0.2657633854835354,"Biography, Documentary, Music",Alex Gibney
Doctor John,2019,2019,0,8.0,80.0,High,2526,-0.2658500482139136,"Drama, Mystery, Romance","Young Hwan Kim, Jo Soo-won"
The Julekalender,1991,1991,0,8.3,83.0,High,2525,-0.2658608810552109,"Comedy, Music","Carsten Knudsen, Uffe Rørbæk Madsen, Hans-Erik Saks, Viggo Sommer"
Lady Oscar: The Rose of Versailles,1979,1980,1,8.3,83.0,High,2519,-0.26592587810299456,"Action, Animation, Drama","Osamu Dezaki, Yoshio Takeuchi, Tadao Nagahama, Mizuho Nishikubo, Shunji Ôga, Yasuo Yamayoshi, Satoshi Dezaki, Tetsuo Imazawa, Minoru Okazaki, Yoshihisa Sekine"
The Jewel in the Crown,1984,1984,0,8.3,83.0,High,2519,-0.26592587810299456,"Drama, History, Romance","Jim O'Brien, Christopher Morahan"
Nodame Cantabile,2006,2006,0,8.3,83.0,High,2516,-0.26595837662688643,"Comedy, Drama, Music","Yasuhiro Kawamura, Hideki Takeuchi"
Black Butler: Book of Circus,2014,2014,0,8.1,81.0,High,2500,-0.2661317020876429,"Animation, Comedy, Fantasy","Shinichi Omata, Noriyuki Abe"
Outrageous Fortune,2005,2010,5,8.4,84.0,High,2496,-0.266175033452832,"Comedy, Crime, Drama","Britta Hawkins, Simon Bennett, Mark Beesley, Murray Keane, Michael Bennett, Jonathan Brough, Richard Barr, Peter Salmon, Vanessa Alexander, Reina Webster, Peter Burger"
Spellbinder,1995,1997,2,8.1,81.0,High,2490,-0.26624003050061573,"Adventure, Family, Fantasy",Noel Price
South Side,2019,2022,3,8.2,82.0,High,2484,-0.2663050275483994,Comedy,"Michael Blieden, Diallo Riddle, Bashir Salahuddin, Ismail Salahuddin, Britt Boardman"
Captain Tsubasa,2018,2019,1,8.1,81.0,High,2481,-0.2663375260722912,"Animation, Drama, Family","Toshiyuki Kato, Hirofumi Ogura"
Son: The Guest,2018,2018,0,8.0,80.0,High,2479,-0.26635919175488576,"Drama, Horror, Mystery",Kim Hong-sun
Samurai Gourmet,2017,2017,0,8.0,80.0,High,2463,-0.26653251721564225,"Adventure, Comedy","Michihito Fujii, Mamoru Hoshi"
Liar Game,2007,2010,3,8.0,80.0,High,2460,-0.2665650157395341,"Drama, Thriller",-
Legal High,2012,2013,1,8.4,84.0,High,2457,-0.2665975142634259,"Comedy, Drama","Jun'ichi Ishikawa, Hidenori Jôhô, Mizuki Nishisaka"
Alma Matters: Inside the IIT Dream,2021,2021,0,8.2,82.0,High,2456,-0.26660834710472325,Documentary,"Pratik Patra, Prashant Raj"
The Weissensee Saga,2010,2018,8,8.2,82.0,High,2443,-0.2667491740415879,Drama,Friedemann Fromm
HarmonQuest,2016,2019,3,8.3,83.0,High,2439,-0.266792505406777,"Adventure, Animation, Comedy","Alan Wu, Dominic Polcino, Lucas Gray"
Grant,2020,2020,0,8.4,84.0,High,2438,-0.2668033382480743,"Biography, Documentary, History",Malcolm Venville
I Shouldn't Be Alive,2005,2012,7,8.1,81.0,High,2436,-0.2668250039306688,"Biography, Documentary, Drama","Nick Copus, Jules Williamson, Russell Eatough, Neil Rawles, Finn McGough, Tim Conrad, Simon George, Christopher Spencer, Sean Smith, Ian Barnes, Matthew Whiteman, Renny Bartlett, Bren Simson, Sid Bennett, Stephen Finnigan, James Christian Strong, Michael Keillor, Mary Crisp, Robert Eagle, Mark Westcott, David Wheeler, Paul Wilmshurst, Jenny Ash, Richard Bond, Saul Metzstein, Crispin Reece, Matthew Thompson, James Erskine, Stephen Kemp, Katinka Newman"
Those Who Read the Hearts of Evil,2022,2022,0,8.0,80.0,High,2434,-0.2668466696132634,"Crime, Drama, Mystery",Park Bo-Ram
The Magical World of Disney,1954,1997,43,8.4,84.0,High,2432,-0.26686833529585796,"Adventure, Drama, Family","Hamilton Luske, Norman Tokar, Robert Stevenson, James Neilson, Jack Hannah, Vincent McEveety, Jack Kinney, James Algar, Charles Nichols, Harry Keller, William Beaudine, Don Chaffey, Winston Hibler, Clyde Geronimi, Wilfred Jackson, Ward Kimball, Wolfgang Reitherman, Robert Butler, Norman Foster, Larry Lansburgh, Lewis R. Foster, Robert Totten, Jack Couffer, Frank Zuniga, Gary Nelson, Byron Paul, Jerome Courtland, Tom Leetch, Steve Previn, James Sheldon, Bernard McEveety, Ken Annakin, Richard Lyford, Michael O'Herlihy, Bill Justice, Walter Perkins, Andrew V. McLaglen, Roy Edward Disney, Bill Roberts, Tom McGowan, Les Clark, Joseph Sargent, Robert Clouse, Russ Mayberry, Robert Scheerer, Ben Sharpsteen, Francis D. Lyon, Jack King, Christian Nyby, Charles Barton, Louis King, Jack Donohue, Bob Sweeney, Robert L. Friend, Jeffrey Hayden, William Beaudine Jr., Fred R. Krug, Marty Pasetta, Robert Day, David Greenwalt, Robert Florey, Peter Godfrey, Byron Haskin, Harold French, William Witney, Hank Schloss, Eric Cleworth, Herschel Daugherty, William Fairchild, Georg Tressler, David Swift, Don Haldane, Arthur Hiller, Arthur J. Vitarelli, Norman Campbell, Peter Tewksbury, Seymour Robbie, Michael Caffey, Marvin J. Chomsky, Gunther von Fritsch, Stan Harris, Jack Shea, Hollingsworth Morse, Ron Kelly, Phil May, William Reid, Bruce Bilson, Dwight Hemion, Charles Jarrott, Oz Scott, Andrew Solt, Greg Beeman, James Goldstone, Harry Falk, Richard L. Bare, Harold D. Schuster, Harold Young, Al Teeter, Sidney Miller, Samuel Armstrong, Robert Cormack, George Sherman, Joshua Meador, Fred Iselin, Ron Miller, Gordon Wiles, Harry Tytle, Norman Wright, Fletcher Markle, William Stierwalt, John Tracy, John Erman, Art Fisher, Jack Speirs, Nick Bennion, Noel Nosseck, Jerry Paris, Edward M. Abroms, John Hough, Vic Morrow, Burny Mattinson, Kieth Merrill, John Lounsbery, E.W. Swackhamer, Corey Allen, Gwen Arner, Tony Bill, Beau Bridges, Jackie Cooper, Wes Craven, Mark Cullingham, Mel Damski, Ferdinand Fairfax, Mick Garris, Neil Gordon, Mollie Miller, Mark Rosman, Phil Savenick, Paul Schneider, Alan Shapiro, Steven Hilliard Stern, Simon Wincer, David Ashwell, Stuart Gillard, Danny Huston, Kenneth Johnson, James Orr, Michael Vejar, Greg Antonacci, Noel Black, Charles Braverman, Chep Dobrin, Blake Edwards, David Hemmings, Michael Schultz, Joie Albrecht, Debbie Allen, Scott Garen, Jeff Margolis, James Quinn, James T. Walker, James Burrows, John R. Cherry III, Peter Harris, John Landis, George Miller, Mike Jittlov"
Seinto Seiya: The Lost Canvas - Meio Shinwa,2009,2011,2,8.1,81.0,High,2430,-0.2668900009784525,"Action, Adventure, Animation",Osamu Nabeshima
Keen Eddie,2003,2004,1,8.4,84.0,High,2426,-0.26693333234364164,"Comedy, Crime, Drama","Simon West, Nick Gomez, David Hugh Jones, Jefery Levy, Charles McDougall, Timothy Van Patten, Tony Bill, Michael Engler, Leslie Libman, Paul Shapiro, Bryan Spicer, Alan Taylor"
Sunes jul,1991,1991,0,8.0,80.0,High,2423,-0.2669658308675335,"Comedy, Family",Stephan Apelgren
The Electric Company,1971,1977,6,8.1,81.0,High,2421,-0.26698749655012805,"Comedy, Family","Henry Behar, Robert Schwartz, John Tracy"
Empresses in the Palace,2011,2012,1,8.4,84.0,High,2388,-0.2673449803129383,"Drama, History, Romance","Yik-Chun Go, Xiaolong Zheng"
Sirens,2011,2011,0,8.0,80.0,High,2381,-0.26742081020201924,"Comedy, Drama","Amanda Boyle, Victor Buhler, Damon Thomas"
Cigarette Girl,2023,2023,0,8.1,81.0,High,2380,-0.2674316430433165,"Drama, History, Romance","Kamila Andini, Ifa Isfansyah"
Prisoner,1979,1986,7,8.1,81.0,High,2378,-0.2674533087259111,"Crime, Drama","Kendal Flanagan, Steve Mann, Leigh Spence, Sean Nash, Tony Osicka, Juliana Focht, Marcus Cole, Chris Adshead, John McRae, Lex Van Os, Rod Hardy, Gary Conway, Philip East, John Gauci, Ross Jennings, William Templar, Colin Budds, Mike Murphy, Michael Pattinson, Mandy Smith, Alister Smart, Godfrey Philipp, Julian Pringle, Leon Thau, Bill Hughes, Wayne Cameron, John Duncan, Brian Lennane, Julian McSwiney, Charles 'Bud' Tingwell, Graeme Arthur, Simon Wincer, William Fitzwater, Greg Shears, Geoffrey Nottage, Sam Simmonds, Mark Piper, Catherine Millar, Chris Shiel, Simon Hellings, Alan Coleman, Brian Faull, Peita Letchford, Brian McDuffie, Peter Sharp, Mark Defriest, Chris Langman, Brendan Maher, Ray Kolle"
Boomtown,2002,2003,1,8.1,81.0,High,2372,-0.2675183057736948,"Crime, Drama, Mystery","Jon Avnet, Frederick King Keller, Peter Werner, Jeremy Kagan, Bobby Roth, Alex Zakrzewski, Jack Bender, Rodrigo García, Tucker Gates, Kevin Hooks, Michael W. Watkins"
Dong Yi,2010,2010,0,8.0,80.0,High,2363,-0.2676158013453703,"Adventure, Drama, History","Sang-hyub Kim, Byoung-hoon Lee"
Monty Python's Fliegender Zirkus,1972,1972,0,8.0,80.0,High,2355,-0.26770246407574855,Comedy,Ian MacNaughton
Million Dollar Extreme Presents: World Peace,2016,2025,9,8.2,82.0,High,2342,-0.26784329101261317,Comedy,Andrew Ruse
The Fiery Priest,2019,2024,5,8.1,81.0,High,2342,-0.26784329101261317,"Action, Comedy, Crime",Myoungwoo Lee
I Love You - You Love Me,2000,2002,2,8.1,81.0,High,2341,-0.26785412385391044,Comedy,Giannis Lapatas
Adventures of Captain Vrungel,1976,1982,6,8.1,81.0,High,2338,-0.2678866223778023,"Adventure, Animation, Comedy",David Cherkasskiy
Puberty Blues,2012,2014,2,8.2,82.0,High,2328,-0.2679949507907751,"Comedy, Drama","Glendyn Ivin, Emma Freeman, Sean Kruck"
Yeh Un Dinon Ki Baat Hai,2017,2019,2,8.5,85.0,High,2310,-0.26818994193412615,"Drama, Romance","Pushkar Pandiit, Jasbir Bhaati, Sabyasachee Banerjee Nandu, Jai Basantu Singh, Yogesh Bijendra Bhati"
The Fall and Rise of Reginald Perrin,1976,1979,3,8.0,80.0,High,2308,-0.2682116076167207,Comedy,"Gareth Gwenlan, John Howard Davies"
The Elegant Universe,2003,2003,0,8.2,82.0,High,2307,-0.26822244045801796,Documentary,"Joseph McMaster, David Hickman, Julia Cort"
Take Us Home: Leeds United,2019,2020,1,8.0,80.0,High,2303,-0.2682657718232071,"Documentary, Sport","Lee Hicken, Giuseppe de Luca"
A Better Life,1987,1991,4,8.5,85.0,High,2300,-0.26829827034709897,"Comedy, Drama, Family","Mihailo Vukobratovic, Andrija Djukic, Aleksandar Djordjevic"
Intelligence,2005,2007,2,8.1,81.0,High,2294,-0.26836326739488264,"Crime, Drama, Mystery","Stephen Surjik, Stefan Pleszczynski, Stuart Margolin, David Frazee, Ian Tracey, Sturla Gunnarsson, Nicholas Campbell, John Fawcett, Charles Martin Smith, Chris Haddock"
Chicago Typewriter,2017,2017,0,8.2,82.0,High,2289,-0.26841743160136905,"Drama, Fantasy, Romance","Kim Cheol-gyu, Sang-woo Kim"
SCTV Network,1981,1983,2,8.4,84.0,High,2288,-0.2684282644426663,Comedy,"John Blanchard, Jim Drake, John Bell"
Wakfu,2007,2024,17,8.1,81.0,High,2285,-0.26846076296655813,"Action, Adventure, Animation","Anthony Roux, Olivier Thulliez, Fabrice Nzinzi, Wilfried Pain, Azad Lusbaronian, Arnaud Dewaele, Julien Bachelet, Christophe Bulteel, Nicolas Detrain, Fafah Togora, Thomas Astruc, Eunyoung Choi, Atsushi Takahashi, Malec"
Anne,2022,2022,0,8.1,81.0,High,2282,-0.26849326149045,"Drama, History",Bruce Goodison
The Promise,2011,2011,0,8.3,83.0,High,2280,-0.26851492717304454,"Drama, Mystery, War",Peter Kosminsky
Monkey,1978,2004,26,8.4,84.0,High,2276,-0.2685582585382337,"Action, Adventure, Comedy","Jun Fukuda, Daisuke Yamazaki, Kazuo Ikehiro, Toshi Aoki, Yûsuke Watanabe, Yoshiyuki Kuroda, Yasutaka Tanaka, Satoshi Aoki, Showa Ota, Masahiro Takase, Akira Inoue"
15 Storeys High,2002,2004,2,8.1,81.0,High,2271,-0.2686124227447201,Comedy,Mark Nunneley
Cheesecake,2019,2019,0,8.2,82.0,High,2253,-0.2688074138880711,"Comedy, Drama, Romance",Palash Vaswani
All Watched Over by Machines of Loving Grace,2011,2011,0,8.3,83.0,High,2251,-0.26882907957066565,Documentary,Adam Curtis
Oban Star-Racers,2006,2006,0,8.0,80.0,High,2250,-0.268839912411963,"Action, Adventure, Animation","Thomas Romain, Savin Yeatman-Eiffel, Harume Kosaka, Masahiko Watanabe, Kiyoko Sayama, Satoshi Ôsedo, Hiroshi Kuruo, Yoshinori Odaka, Nanako Shimazaki, Jun'ichi Watanabe, Tôru Yoshida"
Owarimonogatari,2015,2017,2,8.3,83.0,High,2247,-0.2688724109358548,"Animation, Comedy, Fantasy","Tomoyuki Itamura, Akiyuki Shinbô, Yukihiro Miyamoto, Hajime Ôtani"
Mussolini: Son of the Century,2024,2025,1,8.2,82.0,High,2239,-0.26895907366623306,"Biography, Drama, History",Joe Wright
Wild District,2018,2019,1,8.1,81.0,High,2232,-0.269034903555314,"Action, Crime, Drama","Carlos Moreno, Javier Fuentes-León, Andres Beltran"
The West,1996,1996,0,8.4,84.0,High,2226,-0.2690999006030977,"Documentary, History, War",Stephen Ives
The Dust Bowl,2012,2012,0,8.2,82.0,High,2221,-0.2691540648095841,"Documentary, History",Ken Burns
Revolutionary Girl Utena,1997,1997,0,8.1,81.0,High,2220,-0.26916489765088136,"Animation, Comedy, Drama","Kunihiko Ikuhara, Tôru Takahashi, Yukio Okazaki, Shingo Kaneko, Katsushi Sakurabi, Hayato Date, Takafumi Hoshikawa, Takuya Igarashi, Yoshiaki Iwasaki, Shigeo Koshi, Akihiko Nishiyama, Hiroaki Sakurai, Takashi Watabe"
The Bugs Bunny/Road Runner Show,1978,1985,7,8.3,83.0,High,2213,-0.2692407275399623,"Animation, Comedy","David Detiege, Friz Freleng, Chuck Jones, Rudy Larriva, Alex Lovy, Robert McKimson, Arthur Davis, Abe Levitow, Phil Monroe, Maurice Noble, Hawley Pratt"
Keep Your Hands Off Eizouken!,2020,2020,0,8.1,81.0,High,2193,-0.26945738436590794,"Animation, Comedy, Drama","Masaaki Yuasa, Atsuko Tonomizu, Fûga Yamashiro, Takuya Fujikura, Kakushi Ifuku, Yûki Igarashi, Keisuke Inoue, Mari Motohashi, Seishirô Nagaya, Karin Noguchi, Madoka Ogawa, Oyunamu, Sumito Sasaki"
Defendant,2017,2017,0,8.1,81.0,High,2193,-0.26945738436590794,"Crime, Drama, Mystery",Jo Yeong-Gwang
Soul Land,2018,2023,5,8.4,84.0,High,2191,-0.2694790500485025,"Action, Adventure, Animation",Leping Shen
Mad Jack the Pirate,1998,1999,1,8.5,85.0,High,2190,-0.26948988288979975,"Adventure, Animation, Comedy","Jeff DeGrandis, Huub Dikstaal"
Ed Sheeran: The Sum of It All,2023,2023,0,8.2,82.0,High,2177,-0.2696307098266644,"Biography, Documentary, Music","David Soutar, Ricky Valentine"
Bobby Kennedy for President,2018,2018,0,8.1,81.0,High,2174,-0.26966320835055624,"Biography, Documentary, Drama",Dawn Porter
Kenny Hotz's Triumph of the Will,2011,2011,0,8.1,81.0,High,2173,-0.2696740411918535,"Comedy, Crime, Reality-TV","Sebastian Cluer, Kenny Hotz"
Grand Hotel,2015,2016,1,8.2,82.0,High,2171,-0.2696957068744481,"Crime, Drama, Mystery",Mohamed Shaker
Laid-Back Camp,2018,2024,6,8.1,81.0,High,2162,-0.2697932024461236,"Adventure, Animation, Comedy","Yoshiaki Kyôgoku, Shingo Kaneko, Norihiko Nagahama, Tarô Iwasaki, Yayoi Takano, Yûta Yamazaki, Kaoru Suzuki, Misuzu Hoshino, Nobuharu Kamanaka, Tatsuhiko Komatsu, Makoto Sokuza, Kaoru Yabana, Kagetsu Aizawa, Masato Jinbô, Susumu Tosaka"
Apocalypse: The Rise of Hitler,2011,2011,0,8.2,82.0,High,2102,-0.2704431729239604,"Documentary, History, War","Isabelle Clarke, Daniel Costelle"
A Nero Wolfe Mystery,2001,2002,1,8.4,84.0,High,2087,-0.27060566554341964,"Action, Drama, Mystery","Timothy Hutton, John L'Ecuyer, Holly Dale, Neill Fearnley, George Bloomfield, Michael Jaffe, John R. Pepper, Alan Smithee, James Tolkan, Charles B. Wessler"
Lost Boys & Fairies,2024,2024,0,8.6,86.0,High,2082,-0.27065982974990604,Drama,James Kent
The Job,2001,2002,1,8.2,82.0,High,2076,-0.2707248267976897,"Comedy, Crime","Tucker Gates, Adam Bernstein, Peter Tolan, Dean Parisot"
The Trap: What Happened to Our Dream of Freedom,2007,2007,0,8.5,85.0,High,2071,-0.27077899100417613,Documentary,Adam Curtis
Legendary,2020,2022,2,8.1,81.0,High,2065,-0.2708439880519598,Reality-TV,"Glenn Weiss, Rik Reinholdtsen"
Love Like the Galaxy,2022,2022,0,8.3,83.0,High,2062,-0.2708764865758516,"Drama, Mystery, Romance",Zhenxiang Fei
Nowhere Man,1995,1996,1,8.3,83.0,High,2060,-0.2708981522584462,"Mystery, Sci-Fi, Thriller","Steve Stafford, Ian Toynton, James Whitmore Jr., Michael Levine, Tobe Hooper, Guy Magar, Thomas J. Wright, Reza Badiyi, James Darren, Tim Hunter, Steven Robman, Greg Beeman, Mel Damski"
One Outs,2008,2009,1,8.2,82.0,High,2060,-0.2708981522584462,"Animation, Drama, Sport",Yûzô Satô
Üsküdar'a Giderken,2011,2011,0,8.4,84.0,High,2057,-0.270930650782338,Comedy,Selçuk Aydemir
Berserk: The Golden Age Arc - Memorial Edition,2022,2022,0,8.3,83.0,High,2056,-0.2709414836236353,"Action, Adventure, Animation","Toshiyuki Kubooka, Yuta Sano"
Joy of Life,2019,2024,5,8.2,82.0,High,2053,-0.27097398214752716,"Action, Comedy, Drama","Hao Sun, Han Gao, Ruohan Wen"
Someday or One Day,2019,2020,1,8.6,86.0,High,2037,-0.27114730760828365,"Drama, Romance, Sci-Fi",Tien-Jen Huang
The Republic,1998,1998,0,8.5,85.0,High,2034,-0.27117980613217546,"Drama, History, War",Ziya Öztan
Ten Year Old Tom,2021,2023,2,8.2,82.0,High,2034,-0.27117980613217546,"Animation, Comedy",Steve Dildarian
The National Parks: America's Best Idea,2009,2009,0,8.6,86.0,High,2027,-0.27125563602125646,"Documentary, History",Ken Burns
Medal of Honor,2018,2018,0,8.2,82.0,High,2025,-0.271277301703851,"Documentary, War","James Moll, James Madigan, Robert Legato, Darrin Prescott, Gregg Smrz"
Ranma ½,1989,1992,3,8.1,81.0,High,2020,-0.2713314659103374,"Action, Animation, Comedy","Junji Nishimura, Kôji Sawai"
Designated Survivor: 60 Days,2019,2019,0,8.1,81.0,High,2016,-0.27137479727552655,"Drama, Thriller",Jong Sun Yoo
Around the World in 80 Days,1989,1989,0,8.6,86.0,High,2008,-0.27146146000590476,"Adventure, Documentary","Roger Mills, Clem Vallance"
Mysteriet på Greveholm,1996,1996,0,8.1,81.0,High,2008,-0.27146146000590476,"Comedy, Family, Fantasy",Dan Zethraeus
Takeshi's Castle,1986,1989,3,8.2,82.0,High,1995,-0.2716022869427694,"Action, Adventure, Comedy",-
Run with the Wind,2018,2019,1,8.3,83.0,High,1979,-0.2717756124035259,"Animation, Comedy, Sport","Kazuya Nomura, Shintarô Itoga, Hitomi Ezoe, Asami Nakatani, Yûsuke Kamada, Yoshimi Itazu, Yôko Kanamori, Rokô Ogiwara, Yoshiko Okuda, Masako Satô, Masahiro Takata"
Rilakkuma and Kaoru,2019,2019,0,8.2,82.0,High,1977,-0.2717972780861205,"Animation, Comedy, Family",Masahito Kobayashi
The Storyteller: Greek Myths,1991,1991,0,8.1,81.0,High,1976,-0.27180811092741775,"Adventure, Drama, Family","David Garfath, John Madden, Tony Smith, Paul Weiland"
Headspace Guide to Meditation,2021,2021,0,8.4,84.0,High,1959,-0.2719922692294715,"Animation, Documentary","Devin Clark, Magnus Atom, Gabriel de Bruin, Yuval Haker, Katy Wang"
Best of Luck Nikki,2011,2016,5,8.5,85.0,High,1957,-0.27201393491206605,"Comedy, Family",David Polycarp
Go Back Couple,2017,2017,0,8.2,82.0,High,1955,-0.27203560059466064,"Drama, Fantasy, Romance",Ha Byung-hoon
The Crystal Maze,1990,2020,30,8.1,81.0,High,1950,-0.272089764801147,"Adventure, Comedy, Family","David G. Croft, Dominic Brigstocke, Toby Baker"
Monty Python: Almost the Truth - The Lawyer's Cut,2009,2009,0,8.1,81.0,High,1947,-0.27212226332503886,"Biography, Documentary","Bill Jones, Alan G. Parker, Ben Timlett"
Now and Again,1999,2000,1,8.1,81.0,High,1944,-0.2721547618489307,"Adventure, Comedy, Drama","Vincent Misiano, Ronald L. Schwary, Glenn Gordon Caron, David Hugh Jones, Christopher Misiano, Susan Seidelman, Bryan Spicer, Alan Taylor, Timothy Van Patten, Harry Winer, Jace Alexander, Bob Balaban, Stephen Cragg, Aaron Lipstadt, Sandy Smolan, Martha Mitchell"
Crni Gruja,2003,2007,4,8.3,83.0,High,1923,-0.27238225151617357,Comedy,"Milorad Milinkovic, Igor Stoimenov, Marko Marinkovic"
Journey to the West,1986,2000,14,8.7,87.0,High,1921,-0.27240391719876816,"Action, Adventure, Fantasy",Jie Yang
Chef's Table: France,2016,2016,0,8.2,82.0,High,1921,-0.27240391719876816,Documentary,"David Gelb, Andrew Fried, Clay Jeter"
Yellowstone,2009,2009,0,8.4,84.0,High,1913,-0.2724905799291464,Documentary,-
The Layover,2011,2013,2,8.2,82.0,High,1912,-0.27250141277044365,Documentary,"Tom Vitale, Anna Chai, Claudia Woloshin, Jared Andrukanis"
Raised by Wolves,2013,2016,3,8.2,82.0,High,1897,-0.27266390538990287,Comedy,Ian Fitzgibbon
Alternatywy 4,1986,1986,0,8.7,87.0,High,1894,-0.27269640391379474,Comedy,Stanislaw Bareja
Otpisani,1974,1975,1,8.5,85.0,High,1873,-0.2729238935810376,"Action, Drama, War",Aleksandar Djordjevic
Un village français,2009,2017,8,8.4,84.0,High,1865,-0.27301055631141585,"Drama, History","Jean-Philippe Amar, Philippe Triboit, Patrice Martineau, Jean-Marc Brondolo, Olivier Guignard"
Story of Yanxi Palace,2018,2018,0,8.2,82.0,High,1860,-0.27306472051790226,"Comedy, Drama, History","Kaidong Hui, De-Guang Wen"
Hunter x Hunter: Greed Island,2003,2003,0,8.3,83.0,High,1859,-0.27307555335919953,"Action, Adventure, Animation",Yukihiro Matsushita
The Rise of Phoenixes,2018,2018,0,8.4,84.0,High,1858,-0.2730863862004968,"Drama, History, Romance","Haibo Liu, Yan Shen"
Rumpole of the Bailey,1978,1992,14,8.4,84.0,High,1854,-0.27312971756568594,"Crime, Drama, Mystery","Donald McWhinnie, Roger Bamford, Julian Amyes, Robert Tronson, Graham Evans, Herbert Wise, Robert Knights, Brian Farnham, Martyn Friend, Rodney Bennett, Mike Vardy, John Gorrie, Derek Bennett, Peter Hammond, John Glenister, Stuart Burge, Bill Hays, Tony Smith, Jim Goddard, Michael Simpson, James Cellan Jones"
What's My Line?,1950,1967,17,8.5,85.0,High,1840,-0.27328137734384783,"Family, Game-Show","Franklin Heller, Frank Satenstein, Paul Alter, S. Robert Rowe, Paul Monroe, Ira Skutch"
99,2024,2024,0,8.6,86.0,High,1839,-0.2732922101851451,"Documentary, Sport",Sampson Collins
Legacy: The True Story of the LA Lakers,2022,2022,0,8.2,82.0,High,1839,-0.2732922101851451,"Documentary, History, Sport",Antoine Fuqua
Stove League,2019,2020,1,8.2,82.0,High,1827,-0.2734222042807125,"Drama, Sport",Dong-Yoon Jung
Please Find Attached,2019,2025,6,8.2,82.0,High,1826,-0.2734330371220098,Drama,"Nayana Shyam, Mandar Kurundkar, Keenan Burroughs, Gaurav Dashputra, Pallavi Kedia, Aditya Pardeshi"
10th Commandment,2004,2015,11,8.2,82.0,High,1822,-0.27347636848719886,"Crime, Drama, Romance","Giannis Lapatas, Panos Kokkinopoulos, Christos Dimas, Panagiotis Kravvas, Christos Georgiou, Vasilis Douros, Aris Bafaloukas, Katerina Filiotou"
First Life,2010,2010,0,8.4,84.0,High,1817,-0.27353053269368527,Documentary,Martin Williams
19-2,2011,2015,4,8.6,86.0,High,1815,-0.27355219837627986,"Crime, Drama",Daniel Grou
The Phil Silvers Show,1955,1959,4,8.4,84.0,High,1814,-0.27356303121757714,"Comedy, Family","Al De Caprio, Aaron Ruben"
Mr. Queen: The Bamboo Forest,2021,2021,0,8.4,84.0,High,1813,-0.2735738640588744,"Comedy, Romance, Short",Jang Yang-Ho
I Love the '80s,2002,2002,0,8.5,85.0,High,1803,-0.2736821924718472,"Comedy, Documentary, History",-
Stewart Lee's Comedy Vehicle,2009,2016,7,8.7,87.0,High,1800,-0.27371469099573903,Comedy,Tim Kirkby
